Tue Jan 17 00:24:37 JST 2023,,,,,,,,,,,,,
SCE-5000_SEED(0),,,,,,,,,,,,,
VisitorId,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],sumWaitingTime,movingTime,travelTime,preference[0](WT),preference[1](MT),preference[2](TT),preference[3](smooth),preference[4](bias),utility
4337,7416,4185,10564,809,22974,4600,28784,0.248805561,0.370769775,0.380424664,0,0,-18371.74346
4338,26824,7,883,25,27739,3800,32759,0.142569476,0.181351779,0.676078744,0,0,-26791.53505
4339,26840,0,0,0,26840,3000,31030,0.308292715,0.421619212,0.270088073,0,0,-17920.267
4340,26885,0,900,0,27785,3000,31985,0.338415453,0.366016321,0.295568226,0,0,-19954.67204
4341,26902,374,1061,355,28692,2600,32502,0.316714387,0.37320053,0.310085083,0,0,-20135.87594
4342,6462,9345,2583,1836,20226,4600,26026,0.388803345,0.503875345,0.10732131,0,0,-12974.90747
4343,2658,8185,19869,0,30712,4200,36142,0.149183527,0.014296603,0.83651987,0,0,-34875.27135
4344,26936,414,778,756,28884,3000,33134,0.322938257,0.084982692,0.592079051,0,0,-29200.64397
4345,11893,7907,2017,2751,24568,3000,28808,0.19701796,0.289300218,0.513681822,0,0,-20506.38382
4346,26936,0,0,660,27596,3000,31816,0.023743388,0.537997883,0.438258729,0,0,-16212.85591
4347,11893,3127,1523,301,16844,6200,24224,0.768027329,0.184420344,0.047552327,0,0,-15231.96603
4348,26976,0,0,0,26976,3000,31146,0.639489323,0.111966029,0.248544648,0,0,-25327.93366
4349,26977,0,0,968,27945,3000,32125,0.466498562,0.518153002,0.015348436,0,0,-15083.82983
4350,26988,407,854,630,28879,3000,33129,0.474143184,0.039105499,0.486751317,0,0,-29935.68189
4351,12075,7992,1155,1703,22925,2600,26745,0.34399594,0.351216232,0.304787828,0,0,-16950.81959
4352,6560,4735,3369,387,15051,2600,18821,0.284843668,0.432279852,0.28287648,0,0,-10735.1279
4353,27001,0,856,1118,28975,2600,32805,0.145571533,0.443296289,0.411132178,0,0,-18857.69662
4354,4724,3203,1099,3197,12223,3400,16773,0.376035967,0.197851907,0.426112126,0,0,-12416.1628
4355,4280,1953,3492,8664,18389,3800,23349,0.2179349,0.393186011,0.388879088,0,0,-14581.64956
4356,27001,0,0,0,27001,3000,31191,0.543151351,0.196439538,0.26040911,0,0,-23377.36881
4357,12043,2510,7263,1202,23018,3400,27638,0.582975634,0.171241513,0.245782852,0,0,-20794.10077
4358,27004,260,1058,0,28322,2600,32122,0.410547705,0.198104685,0.391347611,0,0,-24713.47223
4359,7586,1283,3364,6853,19086,3000,23276,0.37218777,0.21711046,0.41070177,0,0,-17314.40155
4360,28514,0,142,0,28656,3400,33266,0.527018236,0.056978875,0.416002889,0,0,-29134.71484
4361,27013,1468,0,310,28791,2600,32601,0.277319432,0.328374809,0.394305759,0,0,-21692.84032
4362,5007,8958,4115,2343,20423,2600,24213,0.461868744,0.233008354,0.305122902,0,0,-17426.50791
4363,27079,1411,0,632,29122,3000,33362,0.325912765,0.537233779,0.136853456,0,0,-15668.63789
4364,27101,152,1062,0,28315,2600,32105,0.583739025,0.413679237,0.002581738,0,0,-17687.02321
4365,27117,1374,0,0,28491,2600,32291,0.502489494,0.358404522,0.139105984,0,0,-19740.15127
4366,27162,95,0,769,28026,2600,31826,0.588004426,0.398615844,0.013379729,0,0,-17941.63651
4367,6556,11516,2935,337,21344,3800,26334,0.410837927,0.522121074,0.067040999,0,0,-12518.44247
4368,5005,9054,4053,465,18577,3400,23147,0.261462716,0.270869718,0.467667565,0,0,-16603.25106
4369,7649,7418,2664,1703,19434,5400,26034,0.320704791,0.512018095,0.167277115,0,0,-13352.36702
4370,27173,0,1007,1051,29231,2600,33071,0.354853906,0.522972102,0.122173992,0,0,-15772.8781
4371,27208,1453,0,73,28734,2600,32564,0.218735856,0.153037322,0.628226822,0,0,-27140.63135
4372,6923,4666,446,6860,18895,3000,23075,0.470117126,0.370829562,0.159053313,0,0,-13665.50696
4373,12016,7216,2523,441,22196,3400,26796,0.336232723,0.203745158,0.46002212,0,0,-20482.50777
4374,6578,9286,533,2323,18720,2600,22510,0.057996215,0.481736776,0.460267009,0,0,-12698.81513
4375,27246,1420,0,632,29298,2600,33128,0.696067319,0.001302306,0.302630376,0,0,-30422.30538
4376,7736,8145,8650,96,24627,4200,30037,0.232554112,0.070695439,0.696750449,0,0,-26952.32419
4377,3368,4619,11363,1671,21021,3800,26011,0.072357466,0.590800038,0.336842495,0,0,-12527.6766
4378,5574,3576,11214,1500,21864,3400,26484,0.489901709,0.353387809,0.156710482,0,0,-16063.04992
4379,27248,207,0,580,28035,2600,31845,0.53810068,0.157048188,0.304851132,0,0,-25201.96215
4380,27264,0,0,0,27264,3000,31444,0.393727768,0.209903399,0.396368833,0,0,-23827.72565
4381,4413,8847,3328,1455,18043,4200,23413,0.209567398,0.291025576,0.499407026,0,0,-16696.14868
4382,3398,8329,2499,2972,17198,2600,20988,0.553235626,0.235605072,0.211159302,0,0,-14558.93091
4383,2727,1960,11278,1875,17840,6600,25630,0.512354535,0.158843551,0.328801914,0,0,-18615.9654
4384,12188,6833,936,1207,21164,4600,26974,0.265404275,0.165212768,0.569382957,0,0,-21735.53069
4385,27260,0,42,1550,28852,2600,32672,0.01190952,0.625876012,0.362214468,0,0,-13805.1622
4386,27265,1382,0,509,29156,3000,33376,0.447908811,0.51757619,0.034514999,0,0,-15763.93046
4387,27268,810,0,628,28706,3400,33346,0.307913963,0.646100868,0.045985169,0,0,-12569.14261
4388,5031,3037,8964,2471,19503,3000,23703,0.003901364,0.23823993,0.757858705,0,0,-18754.33299
4389,12030,528,4164,6555,23277,3400,27857,0.195809875,0.269741103,0.534449022,0,0,-20363.13261
4390,1302,4670,9408,2581,17961,3400,22511,0.363161805,0.197726697,0.439111498,0,0,-17079.85889
4391,6612,4673,10863,751,22899,3800,27899,0.646378349,0.176524215,0.177097437,0,0,-20413.05121
4392,5586,1643,11343,1687,20259,4600,26069,0.300945751,0.571505968,0.127548281,0,0,-12050.84356
4393,5676,2897,11206,1695,21474,3400,26084,0.50344081,0.321906053,0.174653136,0,0,-16461.02095
4394,27338,204,0,0,27542,3000,31742,0.206208851,0.544671087,0.249120062,0,0,-15220.98644
4395,7318,4301,6897,914,19430,4600,25220,0.200540437,0.431125983,0.36833358,0,0,-15169.05309
4396,1236,3036,9022,4141,17435,3000,21585,0.173665033,0.346839574,0.479495393,0,0,-14418.27664
4397,12039,3476,7004,227,22746,3800,27746,0.544117993,0.315197841,0.140684166,0,0,-17477.68254
4398,27359,186,0,660,28205,2200,31615,0.391922366,0.147377817,0.460699817,0,0,-25943.42625
4399,1293,3019,9358,6150,19820,4200,25200,0.330003877,0.085235964,0.584760159,0,0,-21634.6239
4400,27369,93,0,560,28022,2600,31812,0.363247499,0.31063869,0.326113811,0,0,-21360.91457
4401,27412,0,668,710,28790,3000,33030,0.048402399,0.553400884,0.398196717,0,0,-16206.14529
4402,27430,52,905,0,28387,2600,32187,0.155366905,0.346476525,0.49815657,0,0,-21345.40481
4403,27465,0,811,0,28276,3400,32906,0.117960257,0.777810848,0.104228895,0,0,-9409.757142
4404,27468,70,0,1189,28727,3000,32957,0.23448857,0.447240904,0.318270526,0,0,-18567.1176
4405,3492,3067,3580,583,10722,2600,14482,0.117359118,0.780334046,0.102306836,0,0,-4768.800585
4406,27504,0,0,596,28100,3000,32300,0.148100898,0.532463385,0.319435717,0,0,-16076.79905
4407,27506,0,0,544,28050,2600,31840,0.20272296,0.715203733,0.082073307,0,0,-10159.12283
4408,27517,35,0,541,28093,3000,32313,0.247748845,0.161841312,0.590409843,0,0,-26523.4455
4409,5160,3547,8625,6187,23519,5000,29749,0.392582305,0.028408615,0.579009079,0,0,-26600.12742
4410,27533,1148,0,113,28794,2600,32614,0.306800169,0.207243175,0.485956656,0,0,-25221.82669
4411,7462,8054,5759,728,22003,6200,29403,0.367549475,0.467197255,0.165253271,0,0,-15842.75599
4412,27534,0,0,1019,28553,3000,32763,0.061584332,0.491625378,0.44679029,0,0,-17871.48384
4413,27536,79,0,583,28198,2600,31988,0.122857699,0.519086013,0.358056288,0,0,-16267.46958
4414,6581,4200,8503,4250,23534,2600,27344,0.412832548,0.185911247,0.401256206,0,0,-21170.92011
4415,12198,7787,2394,3340,25719,3000,29929,0.156490362,0.535800072,0.307709566,0,0,-14841.61545
4416,1420,8183,3711,3880,17194,4600,22944,0.126630045,0.313762135,0.55960782,0,0,-16460.22463
4417,27534,39,661,141,28375,3000,32615,0.197914777,0.120113439,0.681971784,0,0,-28218.68185
4418,3302,8684,4176,2565,18727,3400,23297,0.503270347,0.433089478,0.063640175,0,0,-12379.87317
4419,27545,871,0,615,29031,3000,33271,0.386581859,0.398080306,0.215337836,0,0,-19581.60398
4420,12075,4213,1613,5181,23082,3400,27682,0.683618379,0.035382118,0.280999504,0,0,-23678.20687
4421,6513,11476,1383,1638,21010,3800,26030,0.345274385,0.423755707,0.230969908,0,0,-14876.63321
4422,27609,53,0,0,27662,3000,31852,0.093867742,0.041911516,0.864220742,0,0,-30249.46309
4423,5277,4681,3245,479,13682,3000,17852,0.133322816,0.257930236,0.608746948,0,0,-13465.264
4424,7736,3352,7727,3536,22351,4200,27771,0.094575236,0.3460905,0.559334264,0,0,-19100.70304
4425,27622,0,703,0,28325,3400,32945,0.45576644,0.123499498,0.420734062,0,0,-27190.56637
4426,27640,1110,0,654,29404,2600,33234,0.329227441,0.314644382,0.356128177,0,0,-22334.2429
4427,5390,11377,2610,12013,31390,3400,36030,0.383105,0.182898709,0.433996291,0,0,-28284.40792
4428,6567,7171,1995,2647,18380,3400,22980,0.18138208,0.264139607,0.554478313,0,0,-16973.78892
4429,3328,7322,2348,7480,20478,4600,26278,0.269162535,0.406957571,0.323879894,0,0,-15894.83107
4430,3411,8927,7282,687,20307,4600,26107,0.413195252,0.195931099,0.390873649,0,0,-19496.57739
4431,28936,305,0,0,29241,3000,33461,0.292987073,0.595292037,0.11172089,0,0,-14091.40381
4432,27694,0,878,0,28572,2600,32372,0.10269245,0.209270683,0.688036867,0,0,-25751.36191
4433,27725,0,946,544,29215,2600,33035,0.189274662,0.238512162,0.572213175,0,0,-25052.85313
4434,12166,4176,1630,436,18408,3400,22978,0.536422748,0.299334672,0.16424258,0,0,-14666.17384
4435,5381,11282,6555,571,23789,3800,28809,0.488445094,0.394116814,0.117438092,0,0,-16500.53823
4436,12178,8543,907,3220,24848,3000,29068,0.178089115,0.582143587,0.239767298,0,0,-13141.14491
4437,27719,0,0,184,27903,3400,32503,0.139712602,0.410192901,0.450094497,0,0,-19922.47804
4438,12284,556,7389,2608,22837,5400,29447,0.486627561,0.037177467,0.476194972,0,0,-25336.38528
4439,12185,7746,1011,1537,22479,2600,26289,0.432520472,0.296995375,0.270484153,0,0,-17605.57356
4440,6562,4186,477,7105,18330,2600,22120,0.0286883,0.868478874,0.102832826,0,0,-5058.563721
4441,27750,0,0,471,28221,2600,32031,0.671857137,0.077940646,0.250202217,0,0,-27177.35315
4442,3501,11559,6997,324,22381,3400,27001,0.233037822,0.498327102,0.268635076,0,0,-14163.34733
4443,5421,1692,8154,15890,31157,3400,35777,0.215771659,0.158464231,0.62576411,0,0,-29649.53853
4444,3437,4595,8814,1521,18367,3400,22937,0.481746563,0.376078756,0.142174681,0,0,-13387.96755
4445,6555,4229,2459,4113,17356,3000,21526,0.354264995,0.325500631,0.320234374,0,0,-14018.49028
4446,12183,3634,2428,916,19161,4200,24561,0.096102826,0.649924226,0.253972947,0,0,-10808.93756
4447,7484,9132,3343,1675,21634,3400,26214,0.236681566,0.566207865,0.197110569,0,0,-12212.5322
4448,12182,3662,505,2407,18756,3000,22946,0.333084216,0.441730854,0.22518493,0,0,-12739.61351
4449,27739,1074,0,595,29408,2600,33238,0.409945531,0.292539005,0.297515463,0,0,-22705.09857
4450,27743,0,0,395,28138,3000,32358,0.568169757,0.288322874,0.143507368,0,0,-21495.74068
4451,29057,222,0,0,29279,3800,34279,0.327195004,0.332826748,0.339978249,0,0,-22498.79854
4452,5440,4221,8543,2532,20736,3800,25716,0.382121189,0.415432574,0.202446236,0,0,-14708.41618
4453,27755,1127,0,0,28882,2600,32702,0.272902068,0.240651573,0.486446359,0,0,-24415.42046
4454,12168,3512,3683,1745,21108,3400,25698,0.419306159,0.475257026,0.105436815,0,0,-13176.10356
4455,5728,9306,2650,1169,18853,3800,23843,0.260567402,0.371129453,0.368303145,0,0,-15104.22104
4456,5437,9170,7073,9368,31048,3800,36088,0.318299357,0.345734562,0.335966081,0,0,-23320.69369
4457,12166,7266,1996,3181,24609,3000,28839,0.158057063,0.148420671,0.693522265,0,0,-24335.37689
4458,5723,11282,2621,238,19864,3400,24464,0.040187082,0.772416838,0.18739608,0,0,-8008.951139
4459,3486,8633,2201,6960,21280,3400,25880,0.23970972,0.478801393,0.281488887,0,0,-14013.87997
4460,4558,3750,2557,10567,21432,3800,26422,0.20089,0.415744805,0.383365195,0,0,-16014.57992
4461,5748,11265,2650,827,20490,3000,24700,0.230267155,0.257114437,0.512618407,0,0,-18151.19199
4462,27749,0,710,629,29088,2600,32918,0.405906024,0.082679523,0.511414453,0,0,-28856.70214
4463,5418,4837,7726,1733,19714,5000,25914,0.489637008,0.180249906,0.330113086,0,0,-19108.50401
4464,27760,0,918,56,28734,2600,32544,0.533798596,0.083622372,0.382579032,0,0,-28006.23904
4465,5840,11372,6198,0,23410,3800,28430,0.426397354,0.237222068,0.336380577,0,0,-20446.70574
4466,3488,4310,8608,2874,19280,4600,25050,0.578107763,0.159271495,0.262620742,0,0,-18457.21613
4467,12183,4184,485,2257,19109,3800,24079,0.28155038,0.640268774,0.078180846,0,0,-9695.684141
4468,5840,4279,11068,336,21523,3400,26123,0.846826735,0.116705847,0.036467418,0,0,-19575.69006
4469,27821,1042,0,0,28863,2600,32683,0.489393915,0.117752479,0.392853606,0,0,-27271.16743
4470,27843,0,655,0,28498,3000,32738,0.401455835,0.421667293,0.176876872,0,0,-18496.28531
4471,7518,11308,5245,0,24071,3800,29081,0.271096702,0.388112666,0.340790631,0,0,-17910.9292
4472,5896,9439,1571,5433,22339,3800,27349,0.431516178,0.366652124,0.201831698,0,0,-16552.81308
4473,27858,0,0,0,27858,2600,31638,0.023308589,0.580170107,0.396521304,0,0,-14702.91395
4474,27902,1148,0,346,29396,2600,33216,0.225725318,0.744466742,0.02980794,0,0,-9561.1355
4475,7549,7642,6851,734,22776,4600,28596,0.444705008,0.194409048,0.360885944,0,0,-21342.77734
4476,27915,0,766,0,28681,2600,32471,0.582839616,0.144903163,0.272257221,0,0,-25933.63546
4477,6677,11520,1329,3523,23049,3400,27679,0.140758754,0.486659924,0.372581322,0,0,-15211.67067
4478,5456,8981,7402,4574,26413,2600,30253,0.313416947,0.639178489,0.047404564,0,0,-11374.27617
4479,27944,0,0,117,28061,3000,32261,0.099236869,0.654761616,0.246001515,0,0,-12685.2255
4480,7412,4268,4266,7428,23374,4200,28764,0.308668796,0.2386147,0.452716503,0,0,-21238.94369
4481,5954,4685,3630,1839,16108,3400,20678,0.051791227,0.715937529,0.232271244,0,0,-8071.345465
4482,3896,4127,664,6274,14961,7800,23941,0.333012166,0.360845896,0.306141938,0,0,-15126.13715
4483,27978,0,490,0,28468,3000,32688,0.207372572,0.403453823,0.389173605,0,0,-19835.15066
4484,27984,0,816,0,28800,2600,32610,0.456053136,0.029619689,0.514327175,0,0,-29983.55067
4485,7819,8281,2586,361,19047,3800,24027,0.102205992,0.069982071,0.827811936,0,0,-22102.4868
4486,7412,4767,701,7297,20177,3400,24747,0.377144254,0.348626311,0.274229435,0,0,-15581.32489
4487,1650,4673,4203,2246,12772,4200,18112,0.471112113,0.448309514,0.080578373,0,0,-9359.379361
4488,6730,4813,3464,1785,16792,3000,20962,0.052237488,0.504877008,0.442885504,0,0,-11675.56886
4489,27991,0,0,441,28432,2200,31842,0.321456583,0.335328722,0.343214695,0,0,-20806.01907
4490,7416,4774,7621,964,20775,3400,25355,0.706002862,0.229115234,0.064881904,0,0,-17091.28193
4491,6006,8253,7446,1185,22890,3800,27890,0.57992414,0.241494698,0.178581162,0,0,-19172.77203
4492,5473,8553,4199,13433,31658,3000,35878,0.019305077,0.608484688,0.372210235,0,0,-15790.773
4493,4635,8532,1800,2412,17379,4600,23159,0.100581327,0.632948479,0.266470194,0,0,-10830.74911
4494,1644,4675,4231,2224,12774,4200,18114,0.057552988,0.372547317,0.569899695,0,0,-12623.04367
4495,28002,0,695,0,28697,3000,32917,0.002836635,0.448516573,0.548646792,0,0,-19486.75908
4496,28004,0,793,0,28797,2600,32607,0.740171832,0.106252249,0.153575919,0,0,-26598.63408
4497,6738,11510,395,2507,21150,3800,26140,0.31957269,0.279616717,0.400810593,0,0,-18298.69483
4498,28001,0,505,421,28927,3000,33157,0.181243338,0.498579104,0.320177558,0,0,-17354.69063
4499,27997,0,0,0,27997,3000,32187,0.397387363,0.376959434,0.225653203,0,0,-19519.63194
4500,6085,9396,2394,825,18700,4600,24500,0.182265685,0.332915163,0.484819152,0,0,-16817.84729
4501,28007,0,0,981,28988,2600,32808,0.031361628,0.326245662,0.64239271,0,0,-22832.96962
4502,6143,9328,621,5788,21880,3800,26880,0.66452657,0.323512076,0.011961354,0,0,-16090.70844
4503,3295,11684,2895,2850,20724,3400,25314,0.5592726,0.111018286,0.329709114,0,0,-20314.08404
4504,28066,933,106,434,29539,2600,33389,0.522952482,0.006940216,0.470107303,0,0,-31161.95065
4505,6172,3006,3993,7834,21005,3400,25595,0.359290317,0.257158578,0.383551105,0,0,-18238.2228
4506,28087,0,0,0,28087,3000,32287,0.504735146,0.441406767,0.053858087,0,0,-17239.6324
4507,28104,0,399,5,28508,3000,32718,0.325108765,0.353131865,0.32175937,0,0,-20854.91933
4508,6177,1487,3466,3540,14670,3000,18850,0.287613148,0.430800039,0.281586813,0,0,-10819.59642
4509,5530,4747,8525,6265,25067,3000,29277,0.100254255,0.509652807,0.390092938,0,0,-15462.78278
4510,6208,8346,7461,394,22409,3400,27019,0.425748851,0.415892503,0.158358645,0,0,-15233.33276
4511,29600,0,0,0,29600,3400,34210,0.546575321,0.428616924,0.024807756,0,0,-18484.60035
4512,2542,8461,4310,6030,21343,2600,25123,0.292152689,0.251150177,0.456697135,0,0,-18362.0074
4513,28160,742,0,264,29166,3000,33426,0.564326448,0.013235602,0.42243795,0,0,-30619.26292
4514,28196,867,0,0,29063,2600,32883,0.009209822,0.606727727,0.384062451,0,0,-14474.28273
4515,6229,1228,3602,2671,13730,7000,21910,0.194511164,0.399380139,0.406108697,0,0,-14364.1408
4516,2581,8499,3332,454,14866,2600,18636,0.270730145,0.603913926,0.125355929,0,0,-7930.983639
4517,28194,873,0,0,29067,2600,32867,0.291380527,0.520577458,0.188042015,0,0,-16003.43608
4518,28237,828,6,109,29180,3000,33430,0.301764114,0.393052508,0.305183378,0,0,-20186.91471
4519,3609,2977,11277,2072,19935,3800,24935,0.541131164,0.258776641,0.200092195,0,0,-16760.09988
4520,28246,0,518,502,29266,2600,33106,0.33182419,0.402109653,0.266066157,0,0,-19565.03804
4521,28261,0,497,511,29269,2600,33099,0.223299023,0.406601281,0.370099696,0,0,-19842.83227
4522,28260,0,0,610,28870,3000,33080,0.062059403,0.534545568,0.403395029,0,0,-16739.59924
4523,3131,3677,4805,6419,18032,4600,23812,0.384066085,0.239393607,0.376540307,0,0,-16992.86804
4524,28263,0,0,0,28263,2600,32043,0.309658117,0.330055731,0.360286152,0,0,-21154.66143
4525,28264,0,0,0,28264,3000,32454,0.014892365,0.457681992,0.527425643,0,0,-18911.0356
4526,7547,3337,2238,3838,16960,4600,22730,0.410250029,0.315340881,0.274409091,0,0,-14645.72717
4527,2811,4134,4746,577,12268,3400,16808,0.471376343,0.284794855,0.243828803,0,0,-10849.42199
4528,3121,4593,7480,5378,20572,5400,27162,0.143603923,0.26387405,0.592522028,0,0,-20473.22308
4529,28274,0,173,0,28447,3400,33067,0.447483782,0.340505079,0.212011139,0,0,-20897.86074
4530,5498,3579,8565,6536,24178,3800,29208,0.649354234,0.281772742,0.068873024,0,0,-18782.46637
4531,6871,4279,3171,6944,21265,4200,26665,0.023048865,0.314835288,0.662115846,0,0,-19467.76137
4532,7569,8020,2167,2977,20733,6200,28143,0.589105404,0.072886441,0.338008155,0,0,-22178.38179
4533,5528,9097,4051,470,19146,2600,22916,0.167210211,0.478687257,0.354102531,0,0,-12560.60718
4534,2812,4131,4854,6717,18514,3800,23484,0.311470954,0.366419666,0.32210938,0,0,-14723.38465
4535,28358,0,223,0,28581,3800,33571,0.079858553,0.356711239,0.563430208,0,0,-22552.85552
4536,2620,8161,3693,2804,17278,3000,21468,0.265694902,0.352335081,0.381970018,0,0,-13847.81409
4537,28375,0,0,49,28424,3000,32604,0.035485314,0.333499048,0.631015638,0,0,-22582.76557
4538,2626,8214,615,18450,29905,4200,35305,0.448758538,0.019950957,0.531290505,0,0,-32261.12939
4539,12260,7781,848,265,21154,3000,25354,0.318212969,0.616463735,0.065323296,0,0,-10237.0752
4540,28418,0,421,3,28842,2600,32652,0.408355969,0.443542622,0.14810141,0,0,-17766.8209
4541,28434,0,440,0,28874,3000,33114,0.343381486,0.528010827,0.128607687,0,0,-15757.54445
4542,28470,0,459,0,28929,3000,33129,0.420042366,0.022797804,0.55715983,0,0,-30677.94703
4543,4581,1699,8252,2618,17150,3800,22110,0.369399895,0.363726065,0.26687404,0,0,-13617.95227
4544,3421,1883,11511,5533,22348,3400,26958,0.025688994,0.379524128,0.594786878,0,0,-17898.74432
4545,28505,0,145,0,28650,3000,32860,0.05480108,0.574343972,0.370854948,0,0,-15479.37645
4546,28508,0,0,45,28553,2600,32343,0.30831976,0.128134633,0.563545607,0,0,-27363.35971
4547,28515,0,0,0,28515,3000,32695,0.169179989,0.527747886,0.303072126,0,0,-16316.35418
4548,1221,11869,7480,1975,22545,3400,27135,0.491103019,0.2902433,0.218653681,0,0,-17991.91241
4549,6302,4675,556,10053,21586,3800,26576,0.162838713,0.016812613,0.820348674,0,0,-25380.51076
4550,28519,0,0,0,28519,2600,32299,0.273707167,0.622521569,0.103771264,0,0,-12776.11882
4551,1803,3897,4276,19860,29836,4200,35226,0.298360203,0.373407811,0.328231987,0,0,-22032.48777
4552,1814,3914,11385,2259,19372,3400,23962,0.397762261,0.535394684,0.066843055,0,0,-11127.48573
4553,4570,3070,8163,2596,18399,3000,22569,0.018105187,0.490504209,0.491390603,0,0,-12894.82449
4554,4757,8169,9023,411,22360,5400,28960,0.125295911,0.327428597,0.547275491,0,0,-20418.82923
4555,2704,8601,495,6818,18618,3000,22798,0.301723835,0.377966657,0.320309508,0,0,-14053.8105
4556,5544,9248,6392,733,21917,5000,28137,0.1410906,0.635777843,0.223131557,0,0,-12549.42451
4557,28516,0,0,0,28516,3000,32716,0.565249122,0.200547132,0.234203745,0,0,-24382.4951
4558,28518,0,305,0,28823,2600,32613,0.257735146,0.329794024,0.41247083,0,0,-21738.07575
4559,5536,2956,606,10753,19851,4600,25651,0.670395538,0.240959939,0.088644523,0,0,-16690.25819
4560,6420,11241,5592,0,23253,4200,28663,0.457749707,0.296255762,0.245994532,0,0,-18939.26939
4561,6450,11420,2659,1097,21626,4200,27026,0.072757144,0.088762561,0.838480296,0,0,-24607.01721
4562,2713,8301,3203,542,14759,3000,18939,0.359332589,0.078110317,0.562557094,0,0,-16191.98943
4563,28522,0,0,616,29138,2600,32958,0.173484045,0.058966377,0.767549578,0,0,-30505.18969
4564,28592,0,103,0,28695,3000,32895,0.307565049,0.366979808,0.325455143,0,0,-20632.36544
4565,7571,4717,599,6676,19563,2600,23333,0.180496731,0.518792249,0.30071102,0,0,-11896.40763
4566,4576,7175,3262,2172,17185,5400,23765,0.396926587,0.249984915,0.353088498,0,0,-16562.25009
4567,3679,11457,2359,4207,21702,4200,27122,0.027851907,0.409756105,0.562391988,0,0,-17578.61322
4568,28610,0,0,443,29053,3000,33263,0.271464445,0.722584335,0.00595122,0,0,-10252.56495
4569,4576,9005,7307,589,21477,3400,26057,0.569711561,0.387013926,0.043274513,0,0,-14679.14653
4570,5524,3031,4711,3045,16311,3400,20881,0.663698449,0.006928642,0.329372909,0,0,-17726.77849
4571,7698,4807,715,9508,22728,3000,26908,0.366835625,0.22073701,0.412427365,0,0,-20097.24664
4572,28619,0,0,0,28619,3000,32789,0.412002857,0.332657778,0.255339366,0,0,-21161.40555
4573,5555,9343,1674,7717,24289,3000,28509,0.135363735,0.404194673,0.460441592,0,0,-17627.16311
4574,5578,4759,7748,232,18317,4600,24097,0.308420793,0.346257279,0.345321927,0,0,-15563.34964
4575,4615,7174,684,9363,21836,4200,27226,0.032593443,0.723489523,0.243917034,0,0,-10391.25159
4576,2709,3917,7597,6238,20461,4600,26271,0.450815293,0.131879829,0.417304878,0,0,-20793.79538
4577,12006,3205,3522,1608,20341,3800,25331,0.128204138,0.547662554,0.324133308,0,0,-12899.5389
4578,28676,0,0,0,28676,3400,33276,0.041767789,0.376643595,0.581588616,0,0,-21831.26413
4579,7559,7760,890,1378,17587,7800,26597,0.419627683,0.087221728,0.493150589,0,0,-21176.64776
4580,3673,1624,3507,8584,17388,5000,23558,0.32416807,0.409517515,0.266314416,0,0,-13958.05697
4581,28705,0,107,0,28812,3000,33032,0.202373474,0.246019408,0.551607117,0,0,-24789.52906
4582,28698,0,0,0,28698,2600,32478,0.251828818,0.258087247,0.490083935,0,0,-23814.9563
4583,28735,0,209,0,28944,2600,32754,0.326366893,0.618266073,0.055367034,0,0,-12867.34696
4584,28739,464,0,78,29281,3000,33541,0.718318279,0.102443004,0.179238717,0,0,-27352.25235
4585,12201,2214,6016,1177,21608,5000,27808,0.525117424,0.368435324,0.106447252,0,0,-16148.9991
4586,5675,11229,6265,807,23976,2200,27406,0.43499711,0.131797361,0.433205528,0,0,-22591.87562
4587,28747,0,0,0,28747,3000,32937,0.476362167,0.137289622,0.386348211,0,0,-26831.00309
4588,28754,0,0,0,28754,3000,32954,0.464326467,0.292210208,0.243463325,0,0,-22250.96426
4589,4734,3026,11294,312,19366,3800,24336,0.438486323,0.348770805,0.212742872,0,0,-14994.36573
4590,28756,0,0,0,28756,3000,32966,0.493660289,0.49172573,0.014613981,0,0,-16152.63696
4591,28759,0,0,0,28759,2600,32539,0.014242209,0.595348361,0.39040943,0,0,-14661.02987
4592,4738,8525,429,16313,30005,4200,35395,0.00647677,0.171413978,0.822109252,0,0,-30012.83116
4593,4739,3035,7938,469,16181,4600,21941,0.195642384,0.439545136,0.36481248,0,0,-13191.94766
4594,3747,8287,9952,713,22699,4600,28519,0.33448785,0.328624456,0.336887694,0,0,-18711.91236
4595,2705,7406,3234,607,13952,2600,17732,0.439307586,0.252282272,0.308410142,0,0,-12253.88199
4596,28753,0,272,0,29025,3000,33245,0.377498797,0.237471712,0.385029491,0,0,-24469.62314
4597,3784,11252,2383,891,18310,5000,24510,0.40252275,0.479723713,0.117753537,0,0,-12654.94931
4598,4740,4224,3307,6200,18471,4200,23851,0.310686603,0.194066555,0.495246842,0,0,-18365.90421
4599,2703,2057,7241,7121,19122,5000,25312,0.213423669,0.614860411,0.17171592,0,0,-11501.86282
4600,28763,0,246,0,29009,3000,33229,0.333044961,0.373235504,0.293719535,0,0,-20541.01422
4601,5651,11384,2411,11259,30705,3800,35745,0.070843698,0.648345015,0.280811287,0,0,-14676.56626
4602,12198,2476,7731,1147,23552,2600,27362,0.058387934,0.64369243,0.297919636,0,0,-11200.43001
4603,28831,0,0,0,28831,3000,33041,0.486558129,0.243734571,0.2697073,0,0,-23670.56003
4604,3801,9101,3031,487,16420,4200,21790,0.662943373,0.183683781,0.153372845,0,0,-14998.99637
